gene,Epi_mock1,Epi_mock2,Epi_mock3,Epi_KD1,Epi_KD2,Epi_KD3,Fib_mock1,Fib_mock2,Fib_mock3,Fib_KD1,Fib_KD2,Fib_KD3
CXCL11,0,0,1,1,0,0,0,0,0,0,1,0
RPL36P8,0,0,0,0,0,0,0,0,0,0,0,0
NUP54,780,1486,1089,1081,1134,963,836,651,900,595,868,843
SCARB2,2565,5084,4043,1652,2134,2058,5781,5091,5353,3925,4087,3804
FAM47E,4,14,14,6,8,5,1,1,0,0,2,0
FAM47E-STBD1,0,0,0,0,0,0,0,0,0,0,0,0
STBD1,20,31,35,15,18,17,66,41,41,53,53,49
CCDC158,2,0,0,0,0,1,5,1,1,0,2,5
SNX5P1,0,0,2,0,0,0,0,0,0,1,0,0
RNU6-1000P,0,0,0,0,0,0,0,0,0,0,0,0
RPL36AP18,0,0,0,0,0,0,0,0,0,0,0,0
LOC124900891,0,0,0,0,0,0,0,0,0,0,0,0
SHROOM3,694,1602,1272,824,1486,1352,861,455,621,1436,747,785
RNU6-145P,0,0,0,0,0,0,0,0,0,0,0,0
MIR4450,0,0,0,0,0,0,0,0,0,0,0,0
MIR548AH,0,0,0,0,0,0,0,0,0,0,0,0
SOWAHB,65,106,98,62,77,81,6,2,1,4,4,0
SEPTIN11,1840,3788,3493,2135,2565,2771,7581,7432,7330,11371,8081,8443
CCNI,4268,7532,6355,6197,6384,5932,6953,5982,7068,5889,6732,6285
RPL7P17,0,1,0,0,1,0,1,0,0,0,1,0
LOC339966,0,0,0,1,0,0,0,0,0,0,0,0
RNU6-1187P,0,0,0,0,0,0,0,0,0,0,0,0
CCNG2,402,846,622,297,341,299,425,433,769,724,741,532
FTLP9,0,0,0,0,0,0,0,0,0,0,0,0
LOC100421141,0,0,0,0,0,0,0,0,0,0,0,0
LOC100421142,0,0,0,0,0,0,0,0,0,0,0,0
CXCL13,0,0,0,0,0,0,0,0,0,0,0,0
CNOT6L,345,824,631,285,346,331,370,345,467,297,320,274
MRPL1,598,961,872,870,694,737,575,562,499,361,487,459
HMGB1P44,0,0,0,0,0,1,0,0,0,0,0,1
FRAS1,838,2116,2135,1431,2770,3054,10,7,11,18,11,15
ANXA3,6862,9811,9429,10281,9680,8314,427,356,336,241,252,306
LOC101928893,1,8,5,14,11,12,49,47,30,35,25,28
HIGD1AP13,0,0,0,0,0,0,0,0,0,0,0,0
BMP2K-DT,3,8,7,7,2,1,2,0,2,6,2,1
BMP2K,108,368,334,125,284,282,520,415,348,303,273,409
PAQR3,236,395,446,556,701,749,458,336,477,603,628,714
RN7SL127P,0,0,0,0,0,0,0,2,1,0,0,1
NAA11,0,2,0,0,0,0,0,0,0,0,0,0
GK2,0,0,0,0,0,0,0,0,0,0,0,0
LINC00989,0,0,0,0,0,0,0,0,0,0,0,0
OR7E94P,0,0,0,1,0,0,0,0,0,0,0,0
PCAT4,0,0,0,0,0,0,0,0,0,0,0,0
LOC124900174,0,0,0,0,0,0,0,0,0,0,0,0
ANTXR2,54,105,113,95,121,166,7484,5921,8088,8060,9338,11487
KPNA2P1,0,1,0,0,1,1,1,0,0,0,3,3
RPSAP39,0,0,0,0,0,0,0,0,0,0,0,0
PRDM8-AS1,0,0,0,0,0,0,1,2,1,0,1,3
PRDM8,7,17,15,9,3,5,386,312,522,359,464,547
FGF5,0,0,0,0,0,0,2956,2032,2670,3567,3657,4631
CFAP299,0,0,0,0,0,0,20,13,16,32,24,19
LOC100419739,0,0,0,0,0,0,1,3,1,1,0,4
BMP3,1,0,1,0,0,0,8,5,7,21,8,7
PRKG2,1,1,1,0,2,0,0,0,0,0,3,0
PRKG2-AS1,1,1,0,1,0,1,0,0,0,0,0,0
RNU5A-2P,0,0,0,0,0,0,0,0,0,0,0,0
RASGEF1B,26,48,20,28,47,48,1,0,1,0,0,0
MTCYBP44,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-499P,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPD,2383,4086,4528,7979,8477,7750,4897,3354,5294,5429,6701,6992
LOC124900890,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPDL,3260,6129,5048,5029,5346,4712,6556,4682,6486,5099,6597,6887
ENOPH1,1109,1837,1778,1638,1749,1634,1154,903,1143,1022,1172,1145
TMEM150C,2,6,5,14,11,10,0,0,0,0,0,1
RPL7AP26,0,2,3,0,0,1,0,0,0,0,0,0
LINC00575,0,0,0,0,0,0,0,0,0,0,0,0
SCD5,1,0,0,1,0,2,66,57,99,128,123,111
SLC66A2P2,0,1,0,0,0,0,0,1,0,0,1,2
MIR575,0,0,0,0,0,0,0,0,0,0,0,0
SEC31A,1327,2601,2167,1243,1740,1734,5252,4686,5385,6115,5145,4742
THAP9-AS1,253,253,272,471,416,392,209,158,265,228,367,239
THAP9,79,125,87,113,96,122,38,19,19,28,52,34
LIN54,557,1332,913,460,701,610,580,471,609,484,537,594
RNU6-615P,0,0,0,0,0,0,0,0,0,0,0,0
COPS4,438,621,591,709,647,673,1042,957,1062,1203,1034,1062
PLAC8,3,4,1,10,4,4,4,6,6,7,1,4
LOC391674,0,2,2,1,2,1,0,0,0,0,0,0
COQ2,660,1154,979,978,901,882,272,202,329,268,336,319
HPSE,46,36,47,137,111,137,24,5,17,9,18,35
C18orf21P1,0,0,0,0,0,0,0,0,0,0,0,0
HELQ,191,349,239,227,240,200,267,216,206,225,192,212
MRPS18C,287,637,427,608,515,482,436,396,352,386,428,472
ABRAXAS1,73,117,120,82,133,97,174,133,126,155,122,153
RPL30P5,0,0,0,0,0,0,0,0,0,0,0,0
GPAT3,466,1150,816,395,447,415,218,307,273,62,86,81
LINC02994,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-774P,0,0,0,0,0,0,0,0,0,0,0,0
LOC152845,0,0,1,0,0,0,0,0,0,0,0,0
NKX6-1,22,60,71,19,30,33,3,10,5,19,10,15
RPL3P13,0,1,0,0,0,1,0,0,0,0,0,0
CDS1,950,2078,1315,664,688,770,2,1,1,0,1,1
WDFY3,848,2318,1780,476,935,1016,1508,1189,1325,1102,1160,935
RN7SL552P,0,2,0,1,0,2,0,2,0,0,0,0
WDFY3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-469P,0,0,0,3,0,0,0,0,1,0,0,1
WDFY3-AS2,144,227,152,130,143,91,55,51,44,58,59,44
RN7SKP48,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP24,189,528,328,140,305,157,591,535,612,528,591,656
MIR4451,0,0,0,0,0,0,0,2,0,1,2,0
MAPK10,17,27,23,7,21,7,17,16,18,16,10,15
MAPK10-AS1,2,0,0,0,1,0,2,0,0,0,0,3
RN7SKP96,0,0,0,0,0,0,1,0,0,0,0,0
MIR4452,0,0,0,0,0,0,0,0,0,0,0,0
PTPN13,743,1817,1422,484,869,920,753,766,899,920,814,705
SLC10A6,0,3,0,1,0,2,0,0,0,1,0,0
RPL6P13,1,1,0,0,0,0,0,1,0,0,0,0
C4orf36,2,0,1,0,4,2,5,1,3,1,7,5
AFF1,551,1218,1153,832,1559,1601,994,789,856,1078,948,862
KLHL8,242,491,531,619,733,788,197,199,304,304,267,299
LOC100419572,1,4,2,0,0,1,0,0,1,0,0,2
MIR5705,0,0,0,0,0,0,0,0,0,0,0,0
HSD17B13,5,4,3,4,8,1,0,0,0,0,0,0
HSD17B11,1140,1876,1515,1335,1246,1202,322,246,409,350,418,331
RN7SL681P,0,0,0,0,0,0,0,0,0,0,0,0
NUDT9,1066,2146,1911,1728,1887,1931,816,817,683,708,713,701
SCPPPQ1,0,0,1,1,0,0,0,0,0,0,0,0
SPARCL1,5,11,4,3,4,2,3,4,0,1,1,0
DSPP,1,0,0,0,0,1,0,0,0,0,0,0
DMP1,0,4,0,0,2,0,0,0,0,0,1,0
IBSP,0,0,0,0,0,0,0,0,0,0,0,0
MEPE,0,4,0,0,0,0,0,0,0,0,0,0
HSP90AB3P,20,37,34,21,30,20,10,12,13,17,14,19
SPP1,11775,23575,20296,16440,17974,18693,3331,6052,2460,1405,1028,772
RNU1-36P,0,0,0,0,0,0,0,0,1,2,0,4
PKD2,439,842,613,339,405,375,2107,1563,2012,2347,1934,1747
ABCG2,2,2,0,0,1,0,9,7,3,3,3,0
RPL31P24,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-818P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC31P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1298P,0,0,0,0,0,0,0,0,0,0,0,0
PPM1K,108,165,143,145,166,156,377,465,577,492,506,331
RNU6-112P,0,0,0,0,0,0,0,0,0,0,0,0
PPM1K-DT,0,0,0,0,0,1,3,1,1,3,2,4
HERC6,144,295,204,144,179,171,158,124,103,84,108,102
HERC5,6,6,15,13,15,15,19,4,24,7,26,6
PYURF,506,824,613,734,651,607,1469,1183,1662,1201,1714,1618
PIGY,0,0,0,0,0,0,0,0,0,0,0,0
PIGY-DT,1,1,0,3,0,0,0,0,0,1,1,1
RN7SKP244,0,0,0,0,2,0,1,0,0,2,0,0
HERC3,141,398,285,148,204,225,999,893,882,800,794,804
RNU6-33P,2,15,11,1,5,8,6,4,2,1,5,2
NAP1L5,1,0,0,0,1,0,480,482,386,418,316,372
FAM13A,340,828,547,268,388,369,218,225,198,169,190,181
TIGD2,218,417,312,277,340,339,267,236,287,227,249,210
RNU6-907P,0,0,2,0,1,0,0,0,0,0,0,0
GPRIN3,1,0,0,0,0,0,1,0,1,4,0,0
LOC105377329,0,0,0,0,0,0,2,0,0,0,2,0
SNCA,0,0,0,1,0,0,3,12,4,4,0,0
SNCA-AS1,0,0,0,0,0,0,0,0,0,0,0,0
MMRN1,0,0,3,0,0,0,0,0,0,0,0,0
CCSER1,20,55,44,14,41,17,0,0,0,0,0,0
RN7SKP248,2,0,0,0,0,0,0,0,0,0,0,0
KRT19P6,0,0,0,0,0,0,0,0,0,0,0,0
GRID2,0,0,4,0,0,0,2,0,0,0,0,0
MTND1P19,0,0,0,0,0,0,0,0,0,0,0,0
RACK1P3,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP164,0,0,0,0,0,0,0,0,0,0,0,0
ATOH1,1,2,2,5,10,5,0,0,0,0,0,0
SMARCAD1-DT,0,0,0,0,0,0,0,0,0,0,0,0
HMGB3P15,0,0,0,0,0,1,0,0,0,0,0,0
SMARCAD1,540,1387,947,594,815,867,791,618,680,650,613,714
HPGDS,0,0,0,0,0,0,0,0,0,0,0,0
PDLIM5,571,1304,1086,692,950,960,2104,1915,2453,3407,2854,2813
BMPR1B,8,36,26,23,52,50,23,25,39,16,41,36
UNC5C,1,1,1,1,5,3,0,2,0,0,0,0
RPL30P6,0,0,0,0,0,0,0,0,0,0,0,0
PDHA2,0,0,1,0,0,0,0,0,0,0,0,0
RNU6-1059P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-34P,0,0,0,0,0,0,0,0,0,0,0,0
STPG2,0,0,0,4,0,0,0,0,0,0,0,0
STPG2-AS1,0,0,0,2,0,0,0,0,0,0,0,0
RPL5P12,0,0,0,0,0,0,0,0,0,0,0,0
RAP1GDS1,432,699,699,667,697,803,1784,1557,1882,1941,1946,2109
RPL21P48,0,0,0,3,1,1,1,2,0,0,0,7
TSPAN5,10,27,11,17,33,24,2093,1782,1952,2239,2126,2654
TSPAN5-DT,1,5,0,1,2,2,31,11,17,22,16,39
EIF4E,699,1313,1284,1053,1208,1244,1298,1144,1311,1162,1315,1463
RNU7-149P,0,2,0,0,0,0,0,0,0,0,0,0
METAP1,1280,2483,2001,1514,1763,1666,1307,1085,1346,1176,1433,1299
MIR3684,0,0,0,0,0,0,0,0,0,0,0,0
ADH5,2946,5205,4403,3852,4017,3895,3544,3127,3513,2988,3284,3272
LOC100507053,21,42,42,30,27,22,6,5,26,12,21,10
ADH4,1,0,1,0,0,0,0,2,0,0,0,0
ADH6,1,2,5,7,2,3,3,0,5,0,5,6
ADH1A,1,0,0,0,0,3,0,0,0,0,0,0
ADH1B,0,0,0,0,1,0,1,0,3,0,0,0
ADH1C,0,0,0,3,1,1,1,0,0,0,1,0
ADH7,0,1,0,1,0,0,0,0,0,0,1,0
C4orf17,0,0,0,0,1,0,0,0,0,0,0,0
TRMT10A,206,284,162,154,186,154,133,114,130,99,115,89
MTTP,4,11,5,5,2,3,0,0,0,0,0,0
C4orf54,3,6,3,4,6,4,0,0,0,0,0,1
DAPP1,1,0,0,1,0,1,0,0,0,0,0,0
LAMTOR3,241,432,454,528,443,550,383,272,391,494,533,559
DNAJB14,627,1246,1029,659,808,826,989,834,937,1011,926,839
H2AZ1,10972,18796,12600,12909,9544,8684,6228,5430,8082,4544,7442,6380
DYNLL1P6,0,0,0,0,0,0,0,0,0,0,0,0
DDIT4L,4,4,0,0,0,1,176,212,287,93,169,152
DDIT4L-AS1,0,0,0,0,0,0,0,0,0,0,0,0
EMCN,0,0,2,0,1,0,1,0,0,0,0,1
LINC01216,0,0,0,0,0,0,0,0,0,0,0,0
LINC01217,0,0,0,0,0,0,0,0,0,0,0,0
PPP3CA,494,1020,824,586,705,689,1866,1578,1809,1608,1585,1651
MIR8066,0,0,0,0,0,0,0,0,1,0,1,0
MIR1255A,0,0,0,0,0,0,0,0,0,0,0,0
PPP3CA-DT,12,18,4,19,11,10,49,36,66,42,57,39
BANK1,144,279,158,83,113,92,1,5,2,7,3,0
RNU6-462P,0,0,0,0,0,0,0,0,0,0,0,0
MTND5P5,0,0,0,0,0,0,0,0,0,0,0,0
SLC39A8,112,292,171,169,162,136,289,237,355,163,304,231
RN7SL728P,0,0,0,0,0,0,0,0,0,0,0,0
NFKB1,977,2008,1477,708,1003,1003,969,852,933,744,764,878
MANBA,297,651,564,318,390,393,577,664,704,771,645,671
RPL21P49,0,0,0,0,0,0,0,0,0,0,0,0
LRRC37A15P,0,4,2,0,1,3,0,0,0,0,0,1
KRT8P46,3,10,13,2,17,9,1,1,2,1,1,2
UBE2D3,4458,8121,6210,6147,5692,5711,7120,6729,7074,5679,6536,6483
RNU7-151P,0,2,0,1,0,1,0,0,0,0,0,0
CISD2,570,856,781,1099,899,825,450,378,655,478,731,610
SLC9B1,6,35,13,6,6,7,8,3,14,9,8,13
SLC9B2,52,137,100,69,97,82,743,580,574,561,590,745
BDH2,151,259,188,103,113,90,240,232,225,291,200,208
CENPE,537,787,776,542,605,711,1550,1179,1485,1070,1711,1882
TACR3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
TACR3,1,0,0,0,0,0,0,0,0,0,0,1
RNU6-635P,0,0,0,0,0,0,0,0,0,0,0,0
LINC02503,0,0,0,0,0,0,0,0,0,0,0,0
CXXC4,4,16,17,8,0,6,1,1,0,1,0,0
CXXC4-AS1,0,0,1,0,0,0,0,0,0,0,0,0
RPL6P14,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-351P,0,0,0,0,0,0,0,0,0,0,0,0
LOC100288146,0,0,0,0,0,1,0,0,0,0,0,0
TET2,374,1192,740,244,418,427,325,245,260,187,153,195
RN7SL89P,0,0,0,1,0,0,0,0,0,0,0,0
PPA2,1406,2302,1788,2205,1944,1756,615,630,552,688,636,662
RNU6-553P,0,0,0,0,0,0,0,1,0,0,0,0
ARHGEF38,40,64,59,44,48,48,7,5,0,1,3,8
ARHGEF38-IT1,0,1,2,0,0,1,0,0,0,0,0,0
INTS12,263,319,312,292,274,295,310,322,347,247,279,317
GSTCD,745,1596,1205,723,945,862,309,307,273,236,267,324
GSTCD-AS1,1,4,0,5,0,1,1,0,1,2,0,4
NPNT,102,150,106,111,127,95,1,0,0,0,0,0
LOC101929577,0,0,1,2,2,1,1,0,0,0,1,0
TBCK,224,422,362,148,166,211,333,325,381,541,340,329
AIMP1,1081,1712,1491,1830,1622,1611,1179,1172,1421,1241,1547,1249
GIMD1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02173,0,0,0,0,0,0,0,0,0,0,0,0
ACTR6P1,0,0,0,0,0,0,0,0,0,0,0,0
DKK2,2,0,0,0,0,1,0,7,2,10,2,3
LOC102725220,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-551P,0,0,0,0,0,0,0,0,0,0,0,0
PAPSS1,935,1854,1712,971,1167,1238,1804,1542,1610,1838,1572,1808
SGMS2,479,819,854,750,1097,1104,1052,716,947,1509,1174,1319
CYP2U1-AS1,0,1,1,3,2,1,1,0,0,1,3,0
RNU6-733P,0,0,1,0,0,0,0,0,0,0,0,0
CYP2U1,266,653,493,469,603,501,392,351,374,558,410,464
HADH,1151,1891,1900,1925,1977,1849,507,429,567,742,721,694
LEF1,0,0,0,1,0,0,1,4,7,4,4,6
LEF1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP34,1,0,0,0,0,0,0,0,0,0,0,0
RPL34-DT,3,7,1,6,2,1,1,0,1,2,1,2
RPL34,2576,4139,3458,6652,5125,4760,5448,5065,6400,5685,7055,6236
OSTC,794,1564,1053,1076,972,799,3071,3207,3798,3025,3432,2904
RNU6-431P,0,1,1,0,2,0,2,1,1,2,2,1
ETNPPL,0,0,0,0,0,0,0,0,0,0,0,0
RCC2P8,0,0,0,0,0,0,0,0,0,0,0,0
COL25A1,0,1,3,0,1,0,2,0,5,3,2,0
COL25A1-DT,0,0,1,0,0,0,0,0,0,0,0,0
SEC24B-AS1,8,22,12,10,13,13,2,6,7,8,7,6
SEC24B,296,659,609,677,739,802,514,378,652,1012,977,961
RN7SL55P,0,0,0,0,0,0,0,0,0,0,0,0
MIR576,0,0,0,0,0,0,0,0,0,2,0,0
MCUB,164,235,244,280,243,264,334,277,362,365,471,535
CASP6,394,766,578,372,348,367,275,273,291,252,213,267
PLA2G12A,589,1094,858,626,632,706,341,278,329,282,275,286
CFI,1,0,0,0,1,0,7,0,1,0,1,0
GAR1-DT,0,1,5,0,2,0,1,0,2,0,2,0
GAR1,654,1252,1103,1199,1105,1166,1330,1336,1393,1078,1180,1112
RRH,1,4,0,0,0,0,1,0,1,4,1,0
LRIT3,0,1,1,1,6,1,1,1,2,2,1,0
KRT19P3,0,0,0,0,0,0,0,0,0,0,0,0
EGF,37,47,60,25,40,48,7,21,8,13,7,9
RNU6-35P,0,0,0,2,0,0,0,1,1,0,0,0
ELOVL6,633,1094,979,583,732,694,1102,927,1018,870,974,1139
RN7SL275P,0,0,0,0,0,0,0,0,0,0,0,0
RNF14P2,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-205P,0,0,0,0,0,0,0,0,0,0,0,0
ENPEP,1,0,0,0,0,0,12,11,2,19,4,8
ZNF969P,0,0,0,0,0,0,0,0,0,0,0,0
LOC124900892,0,0,0,0,0,0,0,0,0,0,0,0
PITX2,35,49,47,29,44,52,86,70,61,126,57,94
MIR297,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-289P,0,0,0,0,0,0,0,0,0,0,0,0
RPL36AP23,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377366,0,0,0,0,0,0,0,0,0,0,0,0
LINC02945,0,0,0,0,0,0,0,0,0,0,0,0
CCDC34P1,0,0,0,0,0,0,0,0,0,0,0,0
TUBB8P3,0,0,0,0,0,0,0,0,0,0,0,0
FAM241A,0,3,1,0,0,0,63,79,96,74,155,157
AP1AR,608,1356,1047,756,956,831,650,588,787,509,659,533
TIFA,143,293,258,323,326,329,141,88,195,162,256,164
ALPK1,355,759,642,188,275,284,208,210,263,230,260,172
RTEL1P1,0,1,1,0,1,1,1,0,0,0,0,0
TOX4P1,0,2,1,0,0,1,2,0,0,0,0,0
NEUROG2,0,0,0,0,0,0,0,0,0,0,0,0
NEUROG2-AS1,0,1,0,0,3,0,0,0,0,0,0,0
RPL23AP94,0,0,0,0,0,0,0,0,0,0,0,0
ZGRF1,410,885,542,192,298,288,208,165,161,131,185,177
LARP7,644,992,753,867,580,610,806,648,797,553,842,763
MIR302CHG,2,3,3,1,1,0,0,2,1,0,2,0
MIR367,0,0,0,0,0,0,0,0,0,0,0,0
MIR302D,0,3,0,1,0,0,1,0,0,0,2,0
MIR302A,1,2,1,1,0,1,1,0,0,0,1,0
MIR302C,0,1,0,0,1,0,1,0,0,1,0,0
MIR302B,0,0,0,0,0,0,0,0,0,0,0,0
GET1P1,0,0,0,0,0,0,0,0,0,0,0,0
RPL32P13,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP30,6,8,8,12,15,10,10,15,10,9,15,13
ANK2,302,935,665,423,749,825,26,33,49,30,40,31
LOC100422627,9,6,4,3,5,2,0,0,0,0,0,0
LOC102723896,0,0,0,0,0,0,0,0,0,0,0,0
ANK2-AS1,0,0,0,0,1,0,0,0,0,0,0,0
MIR1243,0,0,0,0,1,0,0,0,0,0,0,0
MIR8082,1,0,0,0,1,0,0,0,0,0,0,0
RN7SL184P,1,0,6,0,2,4,0,0,0,0,0,0
RNU1-138P,8,2,10,8,14,18,0,0,0,0,0,0
CAMK2D,220,681,475,299,356,357,1713,1610,1958,2594,2254,1824
ARSJ,0,1,1,2,1,2,1592,1275,1636,2432,1988,2013
UGT8,0,2,0,0,0,0,0,1,1,2,2,0
MIR577,0,0,0,0,0,0,0,0,0,0,0,0
CIR1P2,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL808P,0,0,0,0,0,0,0,0,0,0,0,0
NDST4,0,0,0,0,1,1,0,0,0,0,1,0
RPF2P2,0,0,0,0,0,0,0,0,0,0,0,0
PGAM4P2,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P21,0,0,0,0,0,0,0,0,0,0,0,0
EIF3KP3,0,0,0,0,0,0,0,0,0,0,0,0
TTC39CP1,0,0,0,0,0,0,0,0,0,0,0,0
MIR1973,0,0,0,0,0,0,0,0,0,0,0,0
ACTN4P1,1,2,3,3,2,3,0,3,0,2,3,1
RNU6-119P,0,0,0,0,0,0,0,0,0,0,0,0
HAVCR1P2,0,0,0,0,0,0,0,0,0,0,0,0
TRAM1L1,72,121,77,40,55,42,48,60,39,45,26,40
LINC02262,0,0,0,0,0,0,0,0,0,0,0,0
LINC02263,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP35,0,0,0,0,0,0,0,0,0,0,0,0
LINC02264,0,0,0,0,0,0,0,0,0,0,0,0
NDST3,0,0,0,0,0,0,50,22,46,84,61,93
SNHG8,345,464,462,918,647,631,692,611,1022,955,1354,909
SNORA24,0,0,0,0,0,0,0,0,0,0,0,0
PRSS12,30,48,40,34,70,49,1369,993,1237,2765,1442,1513
RNU6-1054P,0,1,0,0,0,0,0,0,0,0,0,0
METTL14-DT,1,4,1,2,2,0,0,0,3,0,2,1
METTL14,429,769,631,415,416,440,516,460,557,504,485,504
SEC24D,359,697,534,213,262,279,3428,3520,3570,3416,2999,2670
SYNPO2,2,1,1,6,11,2,3121,2083,3843,9508,5291,3376
MYOZ2,0,0,0,1,0,0,4,8,1,3,6,3
USP53,359,850,604,364,532,567,1299,1143,1477,1573,1612,1370
ARLN,951,1744,1256,1124,978,1011,2922,2509,2568,3092,2808,3046
FABP2,0,0,0,0,0,2,0,0,2,0,1,0
KLHL2P1,1,6,4,0,2,1,1,0,0,3,1,1
RNU4-33P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1217P,0,0,0,0,0,0,0,0,0,0,0,0
PDE5A,25,43,40,22,33,33,603,431,504,638,503,467
LOC124900187,0,0,0,0,1,0,0,1,0,0,0,0
LINC01365,0,0,0,0,0,0,0,0,0,0,0,0
LINC02502,0,0,0,0,0,0,0,0,0,0,0,0
MAD2L1,1637,3256,2715,2843,2830,2627,1267,955,1667,962,1561,1451
LTV1P1,0,0,0,0,0,0,0,0,0,0,0,0
PRDM5,0,0,0,0,0,0,294,216,282,238,270,234
RNU6-550P,0,0,0,0,0,0,0,0,0,0,0,1
NDNF,0,0,0,2,1,0,14,21,7,10,5,5
TNIP3,0,2,2,0,0,0,23,22,26,17,11,4
RNU6-948P,0,0,0,0,0,0,0,0,0,0,0,0
QRFPR,0,0,1,0,0,0,0,0,0,0,0,0
KIAA1191P1,0,0,0,0,0,0,0,0,0,0,0,0
TUBB4BP5,0,0,0,0,1,0,0,0,0,0,0,0
ANXA5,4184,7804,6455,4039,4420,4896,24702,22927,24891,25808,24913,23808
SMIM43,0,0,0,0,0,0,24,23,18,53,25,17
PP12613,0,0,0,0,0,0,2,3,0,1,2,0
EXOSC9,874,1392,1183,1097,974,948,954,804,1188,875,1187,1079
CCNA2,1467,3030,2310,1675,1909,1771,2960,2714,3410,2107,2900,2548
BBS7,371,667,548,370,496,468,687,583,581,648,624,682
BBS7-DT,0,0,0,0,0,0,0,0,0,0,0,0
TRPC3,22,50,29,8,8,7,25,10,29,27,33,29
RN7SL335P,0,0,0,0,0,0,0,0,0,0,0,0
BLTP1,504,1418,1108,468,872,992,1250,782,1091,1389,1213,1313
ADAD1,1,0,1,0,0,0,0,0,0,0,0,0
IL2,0,0,0,0,0,0,0,0,0,0,0,0
IL21,0,0,0,0,0,0,0,0,0,0,0,0
IL21-AS1,0,0,0,0,0,0,0,0,0,0,0,0
BBS12,29,35,49,63,72,73,53,44,54,78,88,69
RPL34P12,0,0,0,0,0,0,0,0,0,0,0,0
FGF2,9,12,13,24,26,20,4247,4005,4236,6520,5036,4353
RPS26P23,0,0,0,1,0,0,6,2,4,4,4,4
NUDT6,170,363,322,211,282,275,57,39,51,60,56,48
AFG2A,296,654,602,404,572,625,257,242,257,216,259,269
SPRY1,527,851,873,1365,1534,1321,26,9,18,11,21,11
LINC01091,15,35,32,17,11,20,0,0,0,0,0,1
LOC124900775,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P50,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP76,0,0,0,0,0,0,0,0,0,0,0,0
TUBAP10,0,2,0,0,0,0,0,0,0,0,0,0
TECRP2,0,0,2,0,1,0,0,0,0,0,0,0
LINC02516,17,24,18,5,26,6,0,0,1,0,0,1
ANKRD50,270,680,626,318,593,558,777,550,737,939,843,934
FAT4,366,1205,638,208,478,331,1660,1231,966,1411,817,882
MIR2054,0,0,0,0,0,0,0,0,0,0,0,0
TMEM248P1,0,0,1,0,0,0,0,0,0,0,0,0
LINC02379,0,0,0,0,0,0,0,0,0,0,0,0
H3P15,1,0,0,0,0,0,0,0,0,0,0,0
INTU,151,412,290,207,285,285,107,85,152,125,147,110
SLC25A31,0,0,0,0,0,2,0,0,0,0,0,0
HSPA4L,354,583,559,479,574,589,129,150,167,130,142,132
RPL21P53,0,0,0,2,1,0,1,0,2,0,0,1
PLK4,846,1432,1225,731,847,841,767,640,888,468,857,763
RNU6-583P,3,1,4,1,2,0,5,1,2,0,2,2
MFSD8,377,661,533,397,450,480,402,290,312,363,336,378
ABHD18,239,453,323,281,304,231,182,148,157,124,142,135
LARP1B,440,802,720,643,725,689,551,465,741,452,706,575
PGRMC2,475,816,734,1232,1071,1082,1732,1342,2075,2576,2406,2118
LINC02615,79,96,107,103,78,98,16,11,8,16,8,5
LOC101927259,4,2,4,2,0,2,0,0,1,2,1,1
LINC03140,5,4,7,9,21,21,12,6,4,3,2,2
JADE1,1058,2098,1842,2043,2165,2179,845,695,911,720,940,718
SCLT1,234,354,351,326,303,307,455,392,542,329,544,458
C4orf33,145,249,207,174,167,166,134,108,122,120,124,111
LINC02466,0,0,0,0,0,0,0,0,0,0,0,0
LINC02465,0,0,0,0,0,0,0,0,0,0,0,0
EEF1GP8,0,0,0,0,0,0,0,0,0,0,0,0
PGBD4P4,0,0,0,0,0,0,0,0,0,0,0,0
GAPDHP56,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-224P,0,0,0,0,0,0,0,0,0,0,0,0
LINC02377,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL205P,0,0,0,0,0,0,0,0,0,0,0,0
LOC124900177,0,0,0,0,0,0,0,0,0,0,0,0
