gene,ENSEMBL,chr,gene_biotype
SLC16A6,ENSG00000108932,17,protein-coding
WIPI1,ENSG00000070540,17,protein-coding
MIR635,ENSG00000207561,17,ncRNA
PRKAR1A,ENSG00000108946,17,protein-coding
FAM20A,ENSG00000108950,17,protein-coding
LINC01482,ENSG00000267659,17,ncRNA
ABCA8,ENSG00000141338,17,protein-coding
ABCA9-AS1,ENSG00000231749,17,ncRNA
ABCA9,ENSG00000154258,17,protein-coding
ABCA6,ENSG00000154262,17,protein-coding
SEC24AP1,ENSG00000267361,17,pseudo
MIR4524B,ENSG00000265331,17,ncRNA
MIR4524A,ENSG00000283385,17,ncRNA
ABCA10,ENSG00000154263,17,protein-coding
PRO1804,ENSG00000278873,17,ncRNA
ABCA5,ENSG00000154265,17,protein-coding
MAP2K6,ENSG00000108984,17,protein-coding
LINC01483,ENSG00000227517,17,ncRNA
LINC01497,ENSG00000237560,17,ncRNA
LINC01028,ENSG00000267603,17,ncRNA
KCNJ16,ENSG00000153822,17,protein-coding
KCNJ2-AS1,ENSG00000267365,17,ncRNA
KCNJ2,ENSG00000123700,17,protein-coding
CASC17,ENSG00000260785,17,ncRNA
RNU7-155P,ENSG00000238759,17,pseudo
LINC01152,ENSG00000256124,17,ncRNA
SOX9-AS1,ENSG00000234899,17,ncRNA
LINC02097,ENSG00000226101,17,ncRNA
SOX9,ENSG00000125398,17,protein-coding
LINC00511,ENSG00000227036,17,ncRNA
LINC02003,ENSG00000264026,17,ncRNA
LOC105371887,ENSG00000263893,17,ncRNA
SLC39A11,ENSG00000133195,17,protein-coding
LOC124904115,ENSG00000252274,17,ncRNA
SSTR2,ENSG00000180616,17,protein-coding
COG1,ENSG00000166685,17,protein-coding
VCF1,ENSG00000133193,17,protein-coding
MTNAP1,ENSG00000141219,17,protein-coding
CPSF4L,ENSG00000187959,17,protein-coding
CDC42EP4,ENSG00000179604,17,protein-coding
SDK2,ENSG00000069188,17,protein-coding
LOC101928251,ENSG00000264985,17,ncRNA
LINC00469,ENSG00000177338,17,ncRNA
LINC02092,ENSG00000234721,17,ncRNA
LINC02074,ENSG00000266357,17,ncRNA
RPL38,ENSG00000172809,17,protein-coding
MGC16275,ENSG00000246731,17,ncRNA
TTYH2,ENSG00000141540,17,protein-coding
DNAI2,ENSG00000171595,17,protein-coding
KIF19,ENSG00000196169,17,protein-coding
BTBD17,ENSG00000204347,17,protein-coding
GPR142,ENSG00000257008,17,protein-coding
RNA5SP448,ENSG00000200021,17,pseudo
GPRC5C,ENSG00000170412,17,protein-coding
CD300A,ENSG00000167851,17,protein-coding
CD300LB,ENSG00000178789,17,protein-coding
CD300C,ENSG00000167850,17,protein-coding
CD300H,ENSG00000284690,17,protein-coding
CD300LD,ENSG00000204345,17,protein-coding
CD300LD-AS1,ENSG00000182352,17,ncRNA
CD300E,ENSG00000186407,17,protein-coding
RAB37,ENSG00000172794,17,protein-coding
CD300LF,ENSG00000186074,17,protein-coding
MIR3615,ENSG00000284186,17,ncRNA
NHERF1,ENSG00000109062,17,protein-coding
NAT9,ENSG00000109065,17,protein-coding
TMEM104,ENSG00000109066,17,protein-coding
GRIN2C,ENSG00000161509,17,protein-coding
FDXR,ENSG00000161513,17,protein-coding
FADS6,ENSG00000172782,17,protein-coding
USH1G,ENSG00000182040,17,protein-coding
OTOP2,ENSG00000183034,17,protein-coding
OTOP3,ENSG00000182938,17,protein-coding
HID1,ENSG00000167861,17,protein-coding
HID1-AS1,ENSG00000263586,17,ncRNA
CDR2L,ENSG00000109089,17,protein-coding
MRPL58,ENSG00000167862,17,protein-coding
RNU6-362P,ENSG00000252545,17,pseudo
KCTD2,ENSG00000180901,17,protein-coding
ATP5PD,ENSG00000167863,17,protein-coding
TRIM80P,ENSG00000232724,17,pseudo
SLC16A5,ENSG00000170190,17,protein-coding
ARMC7,ENSG00000125449,17,protein-coding
NT5C,ENSG00000125458,17,protein-coding
JPT1,ENSG00000189159,17,protein-coding
SUMO2,ENSG00000188612,17,protein-coding
NUP85,ENSG00000125450,17,protein-coding
GGA3,ENSG00000125447,17,protein-coding
MRPS7,ENSG00000125445,17,protein-coding
MIF4GD,ENSG00000125457,17,protein-coding
MIF4GD-DT,ENSG00000263843,17,ncRNA
SLC25A19,ENSG00000125454,17,protein-coding
GRB2,ENSG00000177885,17,protein-coding
MIR3678,ENSG00000264511,17,ncRNA
RNU6-938P,ENSG00000223217,17,pseudo
TMEM94,ENSG00000177728,17,protein-coding
MIR6785,ENSG00000284595,17,ncRNA
CASKIN2,ENSG00000177303,17,protein-coding
TSEN54,ENSG00000182173,17,protein-coding
LLGL2,ENSG00000073350,17,protein-coding
MYO15B,ENSG00000266714,17,protein-coding
RECQL5,ENSG00000108469,17,protein-coding
SMIM5,ENSG00000204323,17,protein-coding
ERLN,ENSG00000259120,17,protein-coding
SAP30BP,ENSG00000161526,17,protein-coding
SAP30BP-AS1,ENSG00000264270,17,ncRNA
ITGB4,ENSG00000132470,17,protein-coding
GALK1,ENSG00000108479,17,protein-coding
H3-3B,ENSG00000132475,17,protein-coding
MIR4738,ENSG00000283853,17,ncRNA
UNK,ENSG00000132478,17,protein-coding
UNC13D,ENSG00000092929,17,protein-coding
WBP2,ENSG00000132471,17,protein-coding
TRIM47,ENSG00000132481,17,protein-coding
TRIM65,ENSG00000141569,17,protein-coding
MRPL38,ENSG00000204316,17,protein-coding
FBF1,ENSG00000188878,17,protein-coding
ACOX1,ENSG00000161533,17,protein-coding
TEN1,ENSG00000257949,17,protein-coding
TEN1-CDK3,ENSG00000261408,17,ncRNA
CDK3,ENSG00000250506,17,protein-coding
EVPL,ENSG00000167880,17,protein-coding
SRP68,ENSG00000167881,17,protein-coding
ZACN,ENSG00000186919,17,protein-coding
GALR2,ENSG00000182687,17,protein-coding
EXOC7,ENSG00000182473,17,protein-coding
MIR6868,ENSG00000275360,17,ncRNA
FOXJ1,ENSG00000129654,17,protein-coding
RNF157-AS1,ENSG00000267128,17,ncRNA
RNF157,ENSG00000141576,17,protein-coding
UBALD2,ENSG00000185262,17,protein-coding
QRICH2,ENSG00000129646,17,protein-coding
PRPSAP1,ENSG00000161542,17,protein-coding
RNU6-24P,ENSG00000207169,17,pseudo
SPHK1,ENSG00000176170,17,protein-coding
UBE2O,ENSG00000175931,17,protein-coding
RPL7P49,ENSG00000242931,17,pseudo
AANAT,ENSG00000129673,17,protein-coding
RHBDF2,ENSG00000129667,17,protein-coding
CYGB,ENSG00000161544,17,protein-coding
PRCD,ENSG00000214140,17,protein-coding
SNHG16,ENSG00000163597,17,ncRNA
SNORD1C,ENSG00000274091,17,snoRNA
SNORD1B,ENSG00000199961,17,snoRNA
SNORD1A,ENSG00000278261,17,snoRNA
LOC122455342,ENSG00000284526,17,protein-coding
ST6GALNAC2,ENSG00000070731,17,protein-coding
ST6GALNAC1,ENSG00000070526,17,protein-coding
RNU6-227P,ENSG00000199735,17,pseudo
LOC105274304,ENSG00000261335,17,ncRNA
MXRA7,ENSG00000182534,17,protein-coding
RNY4P36,ENSG00000212418,17,pseudo
JMJD6,ENSG00000070495,17,protein-coding
METTL23,ENSG00000181038,17,protein-coding
SRSF2,ENSG00000161547,17,protein-coding
MFSD11,ENSG00000092931,17,protein-coding
MIR636,ENSG00000283805,17,ncRNA
RNU6-97P,ENSG00000200257,17,pseudo
LINC02080,ENSG00000267065,17,ncRNA
LINC00868,ENSG00000267535,17,ncRNA
MGAT5B,ENSG00000167889,17,protein-coding
LOC105371899,ENSG00000267568,17,ncRNA
SNHG20,ENSG00000234912,17,ncRNA
SEC14L1,ENSG00000129657,17,protein-coding
SCARNA16,ENSG00000275143,17,ncRNA
MIR6516,ENSG00000284250,17,ncRNA
RNU4-47P,ENSG00000222808,17,pseudo
SEPTIN9-DT,ENSG00000263718,17,ncRNA
SEPTIN9,ENSG00000184640,17,protein-coding
MIR4316,ENSG00000264060,17,ncRNA
LOC112268198,ENSG00000279801,17,ncRNA
LOC400622,ENSG00000267665,17,ncRNA
LINC01987,ENSG00000267790,17,ncRNA
LINC01973,ENSG00000204283,17,ncRNA
RNU1-80P,ENSG00000238898,17,pseudo
TNRC6C,ENSG00000078687,17,protein-coding
RNU6-625P,ENSG00000238658,17,pseudo
TMC6,ENSG00000141524,17,protein-coding
TMC8,ENSG00000167895,17,protein-coding
C17orf99,ENSG00000187997,17,protein-coding
EIF5AP2,ENSG00000267679,17,pseudo
SYNGR2,ENSG00000108639,17,protein-coding
TK1,ENSG00000167900,17,protein-coding
AFMID,ENSG00000183077,17,protein-coding
BIRC5,ENSG00000089685,17,protein-coding
TMEM235,ENSG00000204278,17,protein-coding
LINC01993,ENSG00000204277,17,ncRNA
SOCS3,ENSG00000184557,17,protein-coding
SOCS3-DT,ENSG00000266970,17,ncRNA
RN7SL236P,ENSG00000243870,17,pseudo
PGS1,ENSG00000087157,17,protein-coding
LOC124900399,ENSG00000200063,17,snoRNA
DNAH17,ENSG00000187775,17,protein-coding
LOC100419624,ENSG00000267770,17,pseudo
RN7SL454P,ENSG00000243426,17,pseudo
SCAT1,ENSG00000267123,17,ncRNA
CYTH1,ENSG00000108669,17,protein-coding
RNU6-638P,ENSG00000252391,17,pseudo
USP36,ENSG00000055483,17,protein-coding
TIMP2,ENSG00000035862,17,protein-coding
CEP295NL,ENSG00000178404,17,protein-coding
LGALS3BP,ENSG00000108679,17,protein-coding
CANT1,ENSG00000171302,17,protein-coding
C1QTNF1-AS1,ENSG00000265096,17,ncRNA
C1QTNF1,ENSG00000173918,17,protein-coding
ENGASE,ENSG00000167280,17,protein-coding
RBFOX3,ENSG00000167281,17,protein-coding
MIR4739,ENSG00000266665,17,ncRNA
LINC02078,ENSG00000267719,17,ncRNA
ENPP7,ENSG00000182156,17,protein-coding
CBX2,ENSG00000173894,17,protein-coding
CBX8,ENSG00000141570,17,protein-coding
CBX4,ENSG00000141582,17,protein-coding
LINC01979,ENSG00000262585,17,ncRNA
LINC01978,ENSG00000262188,17,ncRNA
TBC1D16,ENSG00000167291,17,protein-coding
LOC124904072,ENSG00000261978,17,ncRNA
CCDC40,ENSG00000141519,17,protein-coding
MIR1268B,ENSG00000265561,17,ncRNA
GAA,ENSG00000171298,17,protein-coding
EIF4A3,ENSG00000141543,17,protein-coding
CARD14,ENSG00000141527,17,protein-coding
SGSH,ENSG00000181523,17,protein-coding
SLC26A11,ENSG00000181045,17,protein-coding
RNF213,ENSG00000173821,17,protein-coding
RNF213-AS1,ENSG00000263069,17,ncRNA
ENDOV,ENSG00000173818,17,protein-coding
MIR4730,ENSG00000264961,17,ncRNA
NPTX1,ENSG00000171246,17,protein-coding
RPTOR,ENSG00000141564,17,protein-coding
RPL31P7,ENSG00000232083,17,pseudo
LOC101928855,ENSG00000262833,17,ncRNA
LOC400627,ENSG00000261924,17,ncRNA
RPL12P37,ENSG00000240270,17,pseudo
CHMP6,ENSG00000176108,17,protein-coding
BAIAP2-DT,ENSG00000226137,17,ncRNA
BAIAP2,ENSG00000175866,17,protein-coding
AATK,ENSG00000181409,17,protein-coding
MIR657,ENSG00000207736,17,ncRNA
MIR3065,ENSG00000211563,17,ncRNA
MIR338,ENSG00000283604,17,ncRNA
MIR1250,ENSG00000221025,17,ncRNA
PVALEF,ENSG00000225180,17,protein-coding
CEP131,ENSG00000141577,17,protein-coding
TEPSIN,ENSG00000167302,17,protein-coding
NDUFAF8,ENSG00000224877,17,protein-coding
SLC38A10,ENSG00000157637,17,protein-coding
TMEM105,ENSG00000185332,17,ncRNA
LINC03048,ENSG00000262223,17,ncRNA
BAHCC1,ENSG00000266074,17,protein-coding
MIR4740,ENSG00000266392,17,ncRNA
MIR3186,ENSG00000266189,17,ncRNA
ACTG1,ENSG00000184009,17,protein-coding
FSCN2,ENSG00000186765,17,protein-coding
FAAP100,ENSG00000185504,17,protein-coding
NPLOC4,ENSG00000182446,17,protein-coding
TSPAN10,ENSG00000182612,17,protein-coding
PDE6G,ENSG00000185527,17,protein-coding
OXLD1,ENSG00000204237,17,protein-coding
CCDC137,ENSG00000185298,17,protein-coding
ARL16,ENSG00000214087,17,protein-coding
HGS,ENSG00000185359,17,protein-coding
MIR6786,ENSG00000277784,17,ncRNA
MRPL12,ENSG00000262814,17,protein-coding
SLC25A10,ENSG00000183048,17,protein-coding
GCGR,ENSG00000215644,17,protein-coding
MCRIP1,ENSG00000225663,17,protein-coding
PPP1R27,ENSG00000182676,17,protein-coding
P4HB,ENSG00000185624,17,protein-coding
ARHGDIA,ENSG00000141522,17,protein-coding
ALYREF,ENSG00000183684,17,protein-coding
ANAPC11,ENSG00000141552,17,protein-coding
NPB,ENSG00000183979,17,protein-coding
PCYT2,ENSG00000185813,17,protein-coding
SIRT7,ENSG00000187531,17,protein-coding
MAFG,ENSG00000197063,17,protein-coding
MAFG-AS1,ENSG00000264769,17,ncRNA
MILIP,ENSG00000265688,17,ncRNA
PYCR1,ENSG00000183010,17,protein-coding
MYADML2,ENSG00000185105,17,protein-coding
NOTUM,ENSG00000185269,17,protein-coding
ASPSCR1,ENSG00000169696,17,protein-coding
CENPX,ENSG00000169689,17,protein-coding
LRRC45,ENSG00000169683,17,protein-coding
RAC3,ENSG00000169750,17,protein-coding
DCXR,ENSG00000169738,17,protein-coding
DCXR-DT,ENSG00000264569,17,ncRNA
RFNG,ENSG00000169733,17,protein-coding
GPS1,ENSG00000169727,17,protein-coding
DUS1L,ENSG00000169718,17,protein-coding
FASN,ENSG00000169710,17,protein-coding
CCDC57,ENSG00000176155,17,protein-coding
SLC16A3,ENSG00000141526,17,protein-coding
MIR6787,ENSG00000284574,17,ncRNA
CSNK1D,ENSG00000141551,17,protein-coding
LINC01970,ENSG00000265692,17,ncRNA
CD7,ENSG00000173762,17,protein-coding
SECTM1,ENSG00000141574,17,protein-coding
TEX19,ENSG00000182459,17,protein-coding
UTS2R,ENSG00000181408,17,protein-coding
OGFOD3,ENSG00000181396,17,protein-coding
HEXD,ENSG00000169660,17,protein-coding
CYBC1,ENSG00000178927,17,protein-coding
NARF-AS2,ENSG00000265458,17,ncRNA
NARF,ENSG00000141562,17,protein-coding
FOXK2,ENSG00000141568,17,protein-coding
WDR45B,ENSG00000141580,17,protein-coding
RAB40B,ENSG00000141542,17,protein-coding
MIR4525,ENSG00000266107,17,ncRNA
FN3KRP,ENSG00000141560,17,protein-coding
FN3K,ENSG00000167363,17,protein-coding
TBCD,ENSG00000141556,17,protein-coding
ZNF750,ENSG00000141579,17,protein-coding
B3GNTL1,ENSG00000175711,17,protein-coding
METRNL,ENSG00000176845,17,protein-coding
LOC124908003,ENSG00000262352,NA,ncRNA
TUBB8B,ENSG00000173213,18,protein-coding
IL9RP4,ENSG00000262081,18,pseudo
MIR8078,ENSG00000277521,18,ncRNA
USP14,ENSG00000101557,18,protein-coding
THOC1,ENSG00000079134,18,protein-coding
COLEC12,ENSG00000158270,18,protein-coding
LINC01925,ENSG00000264265,18,ncRNA
CETN1,ENSG00000177143,18,protein-coding
CLUL1,ENSG00000079101,18,protein-coding
TYMS,ENSG00000176890,18,protein-coding
ENOSF1,ENSG00000132199,18,protein-coding
YES1,ENSG00000176105,18,protein-coding
RNU1-109P,ENSG00000206687,18,pseudo
ADCYAP1,ENSG00000141433,18,protein-coding
LINC01904,ENSG00000259837,18,ncRNA
RN7SKP72,ENSG00000199197,18,pseudo
LOC100129774,ENSG00000265417,18,pseudo
LOC105371956,ENSG00000263745,18,ncRNA
METTL4,ENSG00000101574,18,protein-coding
LOC124904380,ENSG00000238575,18,snoRNA
NDC80,ENSG00000080986,18,protein-coding
RNU6-340P,ENSG00000200875,18,pseudo
SMCHD1,ENSG00000101596,18,protein-coding
EMILIN2,ENSG00000132205,18,protein-coding
LPIN2,ENSG00000101577,18,protein-coding
LOC124900407,ENSG00000252258,18,snoRNA
MYOM1,ENSG00000101605,18,protein-coding
RNU7-25P,ENSG00000252353,18,pseudo
MYL12A,ENSG00000101608,18,protein-coding
MYL12-AS1,ENSG00000264235,18,ncRNA
MYL12B,ENSG00000118680,18,protein-coding
LINC01895,ENSG00000259256,18,ncRNA
RPL31P59,ENSG00000240364,18,pseudo
IGLJCOR18,ENSG00000265243,18,pseudo
RPL21P127,ENSG00000243720,18,pseudo
TGIF1,ENSG00000177426,18,protein-coding
GAPLINC,ENSG00000266835,18,ncRNA
DLGAP1,ENSG00000170579,18,protein-coding
RN7SL39P,ENSG00000241223,18,pseudo
DLGAP1-AS6,ENSG00000266401,18,ncRNA
DLGAP1-AS3,ENSG00000263724,18,ncRNA
MIR6718,ENSG00000275518,18,ncRNA
RNU6-831P,ENSG00000207278,18,pseudo
DLGAP1-AS4,ENSG00000263878,18,ncRNA
DLGAP1-AS5,ENSG00000261520,18,ncRNA
LINC01892,ENSG00000265514,18,ncRNA
AKAIN1,ENSG00000231824,18,protein-coding
LINC00667,ENSG00000263753,18,ncRNA
LOC100422274,ENSG00000265188,18,pseudo
ZBTB14,ENSG00000198081,18,protein-coding
EPB41L3,ENSG00000082397,18,protein-coding
MIR3976HG,ENSG00000261738,18,ncRNA
MIR3976,ENSG00000272380,18,ncRNA
TMEM200C,ENSG00000206432,18,protein-coding
LOC121725015,ENSG00000264449,18,ncRNA
L3MBTL4,ENSG00000154655,18,protein-coding
RNU5F-3P,ENSG00000200637,18,pseudo
L3MBTL4-AS1,ENSG00000264707,18,ncRNA
MIR4317,ENSG00000283532,18,ncRNA
RNU6-349P,ENSG00000199272,18,pseudo
RPL6P27,ENSG00000235552,18,pseudo
LINC01387,ENSG00000265944,18,ncRNA
RN7SL282P,ENSG00000243591,18,pseudo
ARHGAP28,ENSG00000088756,18,protein-coding
LINC00668,ENSG00000265933,18,ncRNA
SCML2P1,ENSG00000264127,18,pseudo
RNU6-916P,ENSG00000251897,18,pseudo
LAMA1,ENSG00000101680,18,protein-coding
LOC101927188,ENSG00000265069,18,ncRNA
SLC25A51P2,ENSG00000263716,18,pseudo
LRRC30,ENSG00000206422,18,protein-coding
LOC124900409,ENSG00000212626,18,snoRNA
PTPRM,ENSG00000173482,18,protein-coding
LOC124904242,ENSG00000266767,18,ncRNA
LOC124904381,ENSG00000199856,18,snoRNA
COP1P1,ENSG00000266613,18,pseudo
RN7SL50P,ENSG00000242985,18,pseudo
RAB12,ENSG00000206418,18,protein-coding
TOMM20P3,ENSG00000263935,18,pseudo
GACAT2,ENSG00000265962,18,ncRNA
MTCL1,ENSG00000168502,18,protein-coding
RPS4XP19,ENSG00000242058,18,pseudo
NDUFV2,ENSG00000178127,18,protein-coding
NDUFV2-AS1,ENSG00000266053,18,ncRNA
ANKRD12,ENSG00000101745,18,protein-coding
TWSG1-DT,ENSG00000264964,18,ncRNA
TWSG1,ENSG00000128791,18,protein-coding
RALBP1,ENSG00000017797,18,protein-coding
RNU2-27P,ENSG00000251994,18,pseudo
PPP4R1,ENSG00000154845,18,protein-coding
LINC02856,ENSG00000285594,18,ncRNA
RAB31,ENSG00000168461,18,protein-coding
ZNF415P1,ENSG00000266127,18,pseudo
RN7SL862P,ENSG00000242651,18,pseudo
RNA5SP449,ENSG00000252680,18,pseudo
PIGPP4,ENSG00000265564,18,pseudo
TXNDC2,ENSG00000168454,18,protein-coding
VAPA,ENSG00000101558,18,protein-coding
RNA5SP450,ENSG00000223138,18,pseudo
LINC01254,ENSG00000260913,18,ncRNA
APCDD1,ENSG00000154856,18,protein-coding
NAPG,ENSG00000134265,18,protein-coding
LOC101927410,ENSG00000260779,18,ncRNA
PIEZO2,ENSG00000154864,18,protein-coding
MIR6788,ENSG00000274838,18,ncRNA
LOC105371993,ENSG00000267051,18,ncRNA
LINC01928,ENSG00000267425,18,ncRNA
LINC01255,ENSG00000267252,18,ncRNA
SLC35G4,ENSG00000236396,18,protein-coding
MIR7153,ENSG00000283492,18,ncRNA
GNAL,ENSG00000141404,18,protein-coding
CHMP1B,ENSG00000255112,18,protein-coding
MPPE1,ENSG00000154889,18,protein-coding
LOC101927511,ENSG00000267079,18,ncRNA
IMPA2,ENSG00000141401,18,protein-coding
LOC107985122,ENSG00000212712,18,pseudo
ADGRA3P1,ENSG00000256616,18,pseudo
LOC100533852,ENSG00000267478,18,pseudo
ANKRD62,ENSG00000181626,18,protein-coding
RNU6-324P,ENSG00000200827,18,pseudo
PPIAP56,ENSG00000267663,18,pseudo
CIDEA,ENSG00000176194,18,protein-coding
RNU6-170P,ENSG00000199702,18,pseudo
TUBB6,ENSG00000176014,18,protein-coding
AFG3L2,ENSG00000141385,18,protein-coding
RNU7-129P,ENSG00000251937,18,pseudo
PRELID3A,ENSG00000141391,18,protein-coding
SPIRE1,ENSG00000134278,18,protein-coding
HMGB3P28,ENSG00000267515,18,pseudo
PSMG2,ENSG00000128789,18,protein-coding
CEP76,ENSG00000101624,18,protein-coding
PTPN2,ENSG00000175354,18,protein-coding
SEH1L,ENSG00000085415,18,protein-coding
CEP192,ENSG00000101639,18,protein-coding
LDLRAD4,ENSG00000168675,18,protein-coding
C18orf15,ENSG00000279020,18,ncRNA
LDLRAD4-AS1,ENSG00000267690,18,ncRNA
MIR5190,ENSG00000266146,18,ncRNA
LOC124904256,ENSG00000267694,18,ncRNA
MIR4526,ENSG00000263527,18,ncRNA
FAM210A,ENSG00000177150,18,protein-coding
RN7SL362P,ENSG00000242707,18,pseudo
RNMT,ENSG00000101654,18,protein-coding
MC5R,ENSG00000176136,18,protein-coding
MC2R,ENSG00000185231,18,protein-coding
RPL36AP49,ENSG00000243779,18,pseudo
ZNF519,ENSG00000175322,18,protein-coding
FRG2LP,ENSG00000267704,18,pseudo
RNU6-316P,ENSG00000212329,18,pseudo
RHOT1P1,ENSG00000266145,18,pseudo
LOC100419891,ENSG00000277743,18,pseudo
FEM1AP2,ENSG00000265296,18,pseudo
LONRF2P1,ENSG00000266605,18,pseudo
GRAMD4P7,ENSG00000266242,18,pseudo
POTEC,ENSG00000183206,18,protein-coding
RNU6-1021P,ENSG00000200132,18,pseudo
OR4K7P,ENSG00000265340,18,pseudo
OR4K8P,ENSG00000266693,18,pseudo
ANKRD30B,ENSG00000180777,18,protein-coding
RNU6-1210P,ENSG00000200645,18,pseudo
MIR3156-2,ENSG00000265499,18,ncRNA
LINC01906,ENSG00000265786,18,ncRNA
LINC01443,ENSG00000266554,18,ncRNA
LINC01444,ENSG00000264301,18,ncRNA
BNIP3P3,ENSG00000265631,18,pseudo
RNU6-721P,ENSG00000222087,18,pseudo
ROCK1,ENSG00000067900,18,protein-coding
RPL21P128,ENSG00000244527,18,pseudo
RNU6-120P,ENSG00000251886,18,pseudo
GREB1L-DT,ENSG00000265984,18,ncRNA
GREB1L,ENSG00000141449,18,protein-coding
GREB1L-AS1,ENSG00000265751,18,ncRNA
LOC124900410,ENSG00000221139,18,snoRNA
ESCO1,ENSG00000141446,18,protein-coding
SNRPD1,ENSG00000167088,18,protein-coding
ABHD3,ENSG00000158201,18,protein-coding
MIR320C1,ENSG00000221493,18,ncRNA
MIB1,ENSG00000101752,18,protein-coding
LOC124900411,ENSG00000252677,18,snoRNA
RN7SL233P,ENSG00000242971,18,pseudo
LOC124904362,ENSG00000199977,18,snoRNA
MIR133A1HG,ENSG00000265142,18,ncRNA
MIR133A1,ENSG00000283927,18,ncRNA
MIR1-2,ENSG00000284453,18,ncRNA
RPL34P32,ENSG00000243303,18,pseudo
RNU6-1038P,ENSG00000252325,18,pseudo
RNA5SP451,ENSG00000222520,18,pseudo
LINC01900,ENSG00000265758,18,ncRNA
RNU6ATAC20P,ENSG00000221363,18,pseudo
GATA6-AS1,ENSG00000266010,18,ncRNA
GATA6,ENSG00000141448,18,protein-coding
RNU6-702P,ENSG00000201852,18,pseudo
CTAGE1,ENSG00000212710,18,protein-coding
ATP7BP1,ENSG00000270855,18,pseudo
RPS4XP18,ENSG00000239490,18,pseudo
RNU6-1032P,ENSG00000206827,18,pseudo
RBBP8-AS1,ENSG00000266850,18,ncRNA
RBBP8,ENSG00000101773,18,protein-coding
UBE2CP2,ENSG00000265939,18,pseudo
MIR4741,ENSG00000284331,18,ncRNA
RN7SL745P,ENSG00000242182,18,pseudo
CABLES1,ENSG00000134508,18,protein-coding
TMEM241,ENSG00000134490,18,protein-coding
RIOK3,ENSG00000101782,18,protein-coding
RMC1,ENSG00000141452,18,protein-coding
NPC1,ENSG00000141458,18,protein-coding
ANKRD29,ENSG00000154065,18,protein-coding
RPS10P27,ENSG00000267752,18,pseudo
LAMA3,ENSG00000053747,18,protein-coding
RPL23AP77,ENSG00000267301,18,pseudo
LINC02958,ENSG00000265752,18,ncRNA
TTC39C,ENSG00000168234,18,protein-coding
TTC39C-AS1,ENSG00000264745,18,ncRNA
RNU5A-6P,ENSG00000206863,18,pseudo
CABYR,ENSG00000154040,18,protein-coding
OSBPL1A,ENSG00000141447,18,protein-coding
RNA5SP452,ENSG00000199874,18,pseudo
RNU6-435P,ENSG00000206766,18,pseudo
IMPACT,ENSG00000154059,18,protein-coding
HRH4,ENSG00000134489,18,protein-coding
LINC01915,ENSG00000265485,18,ncRNA
PPIAP57,ENSG00000266809,18,pseudo
WBP2P1,ENSG00000229248,18,pseudo
ZNF521,ENSG00000198795,18,protein-coding
RN7SL97P,ENSG00000242216,18,pseudo
SS18,ENSG00000141380,18,protein-coding
PSMA8,ENSG00000154611,18,protein-coding
TAF4B,ENSG00000141384,18,protein-coding
LOC100419894,ENSG00000264911,18,pseudo
RNU6-1289P,ENSG00000207160,18,pseudo
KCTD1,ENSG00000134504,18,protein-coding
MIR8057,ENSG00000276221,18,ncRNA
AQP4-AS1,ENSG00000260372,18,ncRNA
PCAT18,ENSG00000265369,18,ncRNA
LOC105372035,ENSG00000263382,18,ncRNA
AQP4,ENSG00000171885,18,protein-coding
CHST9,ENSG00000154080,18,protein-coding
LOC105372040,ENSG00000265374,18,ncRNA
LOC107985126,ENSG00000264151,18,ncRNA
UBA52P9,ENSG00000244329,18,pseudo
LOC105372041,ENSG00000263611,18,ncRNA
RBM22P1,ENSG00000265097,18,pseudo
CDH2,ENSG00000170558,18,protein-coding
RNU6-408P,ENSG00000251719,18,pseudo
MIR302F,ENSG00000283218,18,ncRNA
RNU6-857P,ENSG00000251702,18,pseudo
DSC3,ENSG00000134762,18,protein-coding
DSC2,ENSG00000134755,18,protein-coding
DSC1,ENSG00000134765,18,protein-coding
DSG1,ENSG00000134760,18,protein-coding
DSG1-AS1,ENSG00000266729,18,ncRNA
RNU6-167P,ENSG00000207019,18,pseudo
DSG4,ENSG00000175065,18,protein-coding
DSG3,ENSG00000134757,18,protein-coding
DSG2,ENSG00000046604,18,protein-coding
DSG2-AS1,ENSG00000264859,18,ncRNA
TTR,ENSG00000118271,18,protein-coding
B4GALT6,ENSG00000118276,18,protein-coding
RN7SKP44,ENSG00000200472,18,pseudo
LRRC37A7P,ENSG00000265158,18,pseudo
LOC390846,ENSG00000263772,18,pseudo
SLC25A52,ENSG00000141437,18,protein-coding
TRAPPC8,ENSG00000153339,18,protein-coding
RNU6-1050P,ENSG00000222320,18,pseudo
PGDP1,ENSG00000265273,18,pseudo
LOC100287539,ENSG00000266105,18,pseudo
RNF125,ENSG00000101695,18,protein-coding
RPS15AP35,ENSG00000214917,18,pseudo
RNF138,ENSG00000134758,18,protein-coding
GAREM1,ENSG00000141441,18,protein-coding
RNA5SP453,ENSG00000199373,18,pseudo
MEP1B,ENSG00000141434,18,protein-coding
CLUHP6,ENSG00000265279,18,pseudo
LOC112268208,ENSG00000285095,18,ncRNA
KLHL14,ENSG00000197705,18,protein-coding
RPS27P28,ENSG00000243355,18,pseudo
LOC105372058,ENSG00000263765,18,ncRNA
CCDC178,ENSG00000166960,18,protein-coding
ASXL3,ENSG00000141431,18,protein-coding
NOL4,ENSG00000101746,18,protein-coding
DTNA,ENSG00000134769,18,protein-coding
